boardType,title,content
[퓨어바닐라] 길드 게시판,"?? M E R I ?? 346위, 레벨 37, 용 62단계 마무리 / 길드원 2분 모집","안녕하세요. ? MERI 길드장 제니입니다. ? 저희랑 같이 가실 길드원 2분 모집합니다.  ? ? ?? 길드소개 ? 길드 컨텐츠 생성 이후 모든 시즌 1%를 유지하고있으며 계속 상승하고 있습니다. ? 현재 레벨 47, 토벌전 62단계, 346위로 흉포한 용의 시즌 4-1 마감하였습니다. 출석, 토벌전 3회 참석 매일 해주시는 분, 무임승차 안하시는 분 모십니다. 카카오톡 오픈 채팅방이 있고 필참입니다. 참고하셔서 지원 부탁드립니다. 토벌전 제외하고 특별한 규칙 없습니다. ? 쿠키런 킹덤 관련 토벌전, 아레나, 이벤트, 쿠폰 등 관련된 내용을 공지에 올리고, 길드원 분들 개인적으로도 공략이나 팁을 많이 공유하고 질문합니다. 그 외 평범한 대화도 하는 카톡방입니다.  ? 그리고, 추가적으로 지금 저희 길드원 분들은 평균적으로 400만 정도의 딜량을 가지고 있으며 1등과 30등 간의 격차가 심하지 않습니다. 전부 노력하시고 계속 딜량이 늘어나셔서 하루만 토벌전을 하지 않아도 순위권에서 20위 정도 밀려날 정도로 다들 열심히 해주고 계십니다.?? ? 쿠키는 다 키워놨는데 게임을 어떻게 해야하는건지 잘 모르겠는 분들도 환영합니다 : ) ? 길드원 분들도 처음 시작할때부터 계신 분들도 많이 남아계시고 성격도 다 좋으시고 분위기도 좋습니다. 1200위 정도부터 시작해 이만큼 올라왔습니다.  ? 앞으로 더 상승할 수 밖에 없는 길드라고 생각합니다 : ) 그래서 정도 많이 들어 함께 오래갈 분이 오셨으면 좋겠습니다. ? 아래의 조건에 맞고, 쿠킹덤이 좋아서 매일 하시는 분들 꼭 지원하셔서 같이 나아갔으면 좋겠습니다.?? ? ? ?? 가입조건 ? 1. 토벌전 용 30 단계 이상 1회 딜량 치명타 없이 평균적으로 300 만점 이상  ? (카카오톡 오픈채팅으로 스크린샷 30단계 이상 용 처치 1회 노크리 딜량, 토벌덱 인증) ? 2. 매일 출석, 토벌전 3회 가능하신 분 ? 3. 길드에서 오랫동안 함께 성장해주실 분★ ? ? ?? 추방조건 ? 1. 토벌전 매일 3회 미참여 1회 경고, 2회 추방  ? : 보상 받으시고 나가실 수 있도록 배려해드리지만, 정산 전 추방이 결정된 후 아예 토벌전을 진행하지 않으시면 정산 전 추방 ? 2. 시즌 마무리 후 토벌전을 매일 참여하셨어도 시즌 마무리 후 기여도 200만 이하 강퇴 ? * 상위 15위 이내 길드원 추방 및 경고 없음 (해당 날짜, 시간 기준) : 저희는 하위권 길드원 분들이 상위권 길드원 분들께 뭍혀가는 길드가 아닙니다.  그래서, 상위 15분은 어떤 조건을 어겨도 강퇴하지 않습니다. ? ? ?? 가입방법 ? 내용 숙지 잘 해주신 후에 오픈카톡으로 가입조건에 해당하는 부분 스크린 샷, 닉네임 보내주시면 됩니다. 선착순이 아닙니다 : ) 많은 지원 부탁드립니다.  ? ? ?? 오픈카톡 링크 ? https://open.kakao.com/o/sz4WQjbd 망설이지 마시고 연락주세요 ㅎㅎ 좋은 길드라고 자부합니다. ?? ? *2021.09.15 기준 updated"
?? 내 왕국 자랑하기,왕꾸 2번째 입니다~~! 고수님들 평가 부탁드릴게요!!,영토를 조금만 더 넓혀서 랜드마크 조금만 신경 쓰면 좋을것 같네요...ㅎㅎ 왕꾸 장인분들 존경합니다!!! 전 언제 실력이 늘까요...ㅠ  다음번 왕꾸도 이 왕국 지루해지면 또 꾸며볼게요!! 감사합니다!! 헤헷 -by 왕꾸 초보
[퓨어바닐라] 길드 게시판,상위1퍼 47렙 700위대 400만 이상 길드원 한 분 모집,"현재 길드 내 구조조정중입니다. 높은 단계에서 350만 미만으로 나올 시 덱 상담 후 일주일 뒤 변화 없으면 강퇴 조치입니다. 조정 이후 400위대 유지할 예정입니다. 이후 700위대로 떨어지면 다시 또 조정합니다. 조정은 3개월 전 한 번하고 이후 처음합니다. ? 오픈톡 운영 친목x 정보 공유 일상 대화, 막타 친 것 이야기 합니다. 3회 한번에 치는 것 가능하지만 나눠서 치는걸 지향합니다. 면접이라 할게 없습니다. 딜량 400만(40단계이상) 이상 스샷만 보내면 됩니다. 길드렙 47 상위 1퍼 700위대 입니다.  ? ?https://open.kakao.com/me/chococo119"
자유 게시판,와 캘리그라피,힘들다!!!!
자유 게시판,토벌 점수 공식이 어떻게 되나요?,200만점 3판 합 600만점 나오면 일일 기여도 몇점이죠?
자유 게시판,우리 길마님 넘 조와,? ? 첨엔 빡센줄 알고 흐악 죠때따했는데 걍 평소 치는만큼 치면 터치없으셨어 ? 길마님이 확인하시는 10시정도 이전에 모두 토벌치면 감사하다해주시고 ? 막타 마무리한다하고 치면 챗으로 감사하다해주셔 ? 그래서 막타칠맛이 더 나는것같아 ? 놀란점이 그 길마님이 정리해주셔서 안건데 우리 길원분들이 최소1번씩은 다 막타를 쳤대 와! 우리가 6n단계까지 치니까 되게 골고루쳤다 싶더라구 막타요정없이 모두가 골고루치는 구조 ? 근데 이걸 안다는건 누가 막타쳤는지 하나하나 보시고 정리하신거니까  진짜 대단하시다 싶었음..좋은의미로 ? ? 전시즌이랑 비교해서 용 더 잡은거 단계랑%로 비교해주시더라.. 진짜 정성대박이셔 ? 이외에도 여러말씀 많이해주셔서 좋아 짤리지만않는다면 뼈묻고싶어 ? 길마님 화이팅..!! ? ?
[퓨어바닐라] 길드 게시판,1퍼 길드구합니다,오픈톡 필수아닌곳 구합니다 딜량은 400만에서 450만사이입니다
[퓨어바닐라] 길드 게시판,???? 현 8위 토벌에 진심인 ??Florence?? 에서 길드원 모집합니다 ????,"길드레벨 : 50 ? ? ? 깨 어 난 용 시즌 1~3 : 25위 / 28위 / 25위 ? 포효하는 용 시즌 1~4 : 22위 / 23위 / 21위 / 20위 ? 분노하는 용 시즌 1~4 : 19위 / 15위 / 16위 / 20위  ? 난폭한 용의 시즌 1~4 : 34위 / 34위 / 25위 / 27위 ? ? 흉포한 용의 시즌 1-1 1~4 : 27위 / 25위 / 26위 / 28위  ? 흉포한 용의 시즌 1-2 1~4 : 28위 / 31위 / 30위 / 33위  ? 흉포한 용의 시즌 1-3 1~4 : 20위(66용클) / 16위(67용클) /          12위(68용클) /  17위(67용클)-재정비기간 ? 흉포한 용의 시즌 4-1 : 8위?????????????? ? ? ? ? ? ?? 친구같은 분위기 Florence 길드에서 길드원 모집합니다 ?? ?    정산 후 오실 분 찾아요♡   ?  첫날 토벌 3회 필수 ♡ ?    샤크덱 2타 안정적 필수 / 오픈톡 활발하신 분 중요사항 ♡    토벌에 미친자 환영 합니다 ♡     71단계 함께 잡으실 용자님 모셔요♥     ? ? ? ? ? ? ? ? ? ? 오픈톡방 / 공지방 운영중이며, ? 토벌에 진심인 분 환영합니다.♡ ? ? ? ? ? 위 조건 충족되시는 분은 ? 아래 톡방 오셔서 쿠키현황/ 보물현황 ? 50단계 이상 토벌 세부딜량 노치 / 1치 스샷 /  ? 토벌진행영상 / 토핑현황/ 연구소현황  보내주시면됩니다. ? ? ? 많은 지원 부탁드립니다 !  ? ? ? ? ? [가입문의 오픈톡] ? 문의1)  https://open.kakao.com/me/hope1 ? ? ? 문의2) 문의1 부재시 이쪽으로 연락주세요. https://open.kakao.com/o/sYfPNytd ? ? ? ? ? ? 800만딜 달성??????"
자유 게시판,뭐야 업데이트야?,
질문 게시판,으으 화가난다아!!,무과금 유저인데 어찌어찌 소소하게 나름 잘 키웠다고 생각했는데도 어둠11-23을 못깨겠네요;; 으으으!! 화가난다!!!
[퓨어바닐라] 길드 게시판,??[꽃말] in 50 성인길드/토벌 딜량 480만이상/오랫동안 함께 하실 분??(28/30),"안녕하세요 꽃말길드입니다 길드에 자리가 남아서 추가 인원 모집합니다!  ? ? - 길드소개 - 길드랭킹 상위1퍼(49위) 길드레벨 49  ? - 길드규칙 - 1. 나눠치기 권장! 강요x 2. 길드랜마 선택! 필수x 3. 1일이상 미접 추방! 4. 매일 길드 컨텐츠 필수! (출석, 기부, 토벌전)  ? ? - 가입기준 - 1. 20세이상 성인유저 2. 1일이상 미접시 추방 3. 토벌 딜량 최소 480만이상(노크리, 60단계이상) 4. 단톡참여 필수 (공지, 정보공유, 약간의 사담) ? 가입문의 닉네임 / 나이 / 토벌딜량 / 토벌덱스샷 보내주세요~ 딜량이 약간 부족하시더라도 문의주세요!  ? https://open.kakao.com/o/sjmAq10c"
자유 게시판,아레나 덱 좀 짜주세요,아레나 덱 좀 짜주세요 ㅜㅜ
질문 게시판,오징어대체쿠키,개인적으로는 망고나블랙레이즌 생각중이구요 호밀을쓸까? 생각중이에요
[퓨어바닐라] 길드 게시판,????1%109위 성인여성길드 에서 1명 모집해요 (29/30)????,??신소녀?? ??50단 이상 노크리 450만??or 무공비8?? ??토벌전 2회 미참 추방 ? 오픈톡 여성 인증 ? 빡겜러&즐겜러 ? 깨어난 용의시즌 초 17%에서 1퍼 100등대까지  꾸준히 성장 해온 장수길드이며 나눠치기 권장길드 입니다. 규칙 널널하지만 170>150>109등 꾸준히 순위 상승하는 길드입니다. 쿠테기로 접는분 외에는 탈퇴하시는분이 없어서 평소에 자리 잘 안나요!  오래 함께 가실분은 오톡 문의 부탁드려요!! ? https://open.kakao.com/o/sA4Yqd1c ?
자유 게시판,자기 길드 장점 적고 갑시다,일단 나부터 ? 매일 고양이 사진이 올라옴 ?
[퓨어바닐라] 길드 게시판,??현 19위 in30 얼그레이 성인여성길드 신규 길원 모집합니다??,안녕하세요???♀?이번 시즌 19위로 마감한 49레벨(곧 50) 얼그레이 성인여성길드입니다. ? 165->158->144->97->86->75->67->55->38->33->31->19위로 3개월동안 비약적으로 성장하고 있습니다. ? 오픈채팅방으로 공지방을 운영하지만 사담과 친목은 없는 조용한 길드이고 최근 토벌방을 만들어 토벌에 관한 정보를 활발히 공유중입니다. 이 방은 필수 아닌 자유 참여로 원하시면 들어오셔도 좋고 안들어오셔도 좋습니다. 이 방도 역시 사담 없이 토벌팁만 공유하고 있습니다! ? 가입 전 조건 ? 1.성인여성 2.토벌딜 노치명 500만 이상(길원 평균 550/무공비10이상) 3.독샤뱀  4.길드 랜드마크 보유 혹은 이번 정산 후 구매가능하신 분 5.뱀파 만렙 ? 가입 후 조건 ? 1. 하루 3회 나눠치기 필수 2. 오후 1시 전 무조건 1회이상 참여 3. 오후 11시30분까지 3회 마무리 ? 이렇게 세가지 규칙만 지켜주시면 됩니다. ? ?가입 원하시는 분은 편하게 연락주세요?? ? https://open.kakao.com/o/sosT8mkd ?
자유 게시판,사회가 문어지고 가정이 문어지고,가장의 권위가 추락하고 존중못받는 가장들이 거리로 내몰리고 사회에 기강이 흔들리고
자유 게시판,길드 자랑해봄,2달만에 1200등에서 390등까지 올림  ?
[퓨어바닐라] 길드 게시판,상위 1% 길드에서 정산 후 1분 모집합니다.,안녕하세요. 처음부터 1% 유지중인 '열정' 길드입니다! (저번시즌 6nn위) 길드 레벨 47 현재 1명 자리가 나서 급히 모집합니다 계속해서 발전하고 꾸준히 하실 분을 모십니다! ? ★공지방 필수로 들어오셔야 합니다! (교류&정보방은 자유입니다) ★ 토벌전 3회 필수 ★ 성인만 모집 (여성길드 X) ? 문의는 여기로 주세요!!! 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. ? 대한사랑대한으로 https://open.kakao.com/o/sUx2TmZc
자유 게시판,생각해보니까,이벤트 어차피 똑같은 레파토린데 그냥 미리 공지 올려주면 안되나
자유 게시판,쿠성 15렙 완공 못 보고 접는 사람들 많이 봤는데,나도 그 뒤를 따라갈 듯
자유 게시판,cm노트 언제 뜰 것 같음?,6시에 뜨려나
자유 게시판,추석 날 달빛술사맛 쿠키 기대해도 되는부분???,보름달 = 떠오르는 둥근 달 = 추석 ? 달빛술사맛 쿠키!!!!!!!
[퓨어바닐라] 길드 게시판,48랩 / 1% in500 길드 인생한잔에서 함께하실분 구해요 (29/30),"인생한잔 【人生一盞】 길드원 모집 ? ?? 상위권 ? 랭커 지향 길드 ?? ? 가입조건?? ?? 기본 매너, 인성 필참 ?? 가족처럼 평생 함께하실분 ? ? 인게임 조건?? ?? 토벌전 50레벨 용 딜 350만 이상 ?? 길드전 필참 및 3회 나눠치기 ? 추방사유?? ?? 사유 없는 길드전 불참 ?? 사유 없는 1일 이상 미접속 ? ? ??? 인생한잔길드 면접방 https://open.kakao.com/o/shxnjK6c"
자유 게시판,추석 이벤트 스포함,추석 기념 달토끼맛 쿠키의 송편 전광판 ㅅㄱ
[퓨어바닐라] 길드 게시판,???? 현 8위 토벌에 진심인 ??Florence?? 에서 길드원 모집합니다 ????-토벌전 수술전문-,"? 토벌딜 수술 가능합니다. 수술전 ? 수술후 ? ? ? 길드레벨 : 50 ? 깨 어 난 용 시즌 1~3 : 25위 / 28위 / 25위 ? 포효하는 용 시즌 1~4 : 22위 / 23위 / 21위 / 20위 ? 분노하는 용 시즌 1~4 : 19위 / 15위 / 16위 / 20위  ? 난폭한 용의 시즌 1~4 : 34위 / 34위 / 25위 / 27위 ? ? 흉포한 용의 시즌 1-1 1~4 : 27위 / 25위 / 26위 / 28위  ? 흉포한 용의 시즌 1-2 1~4 : 28위 / 31위 / 30위 / 33위  ? 흉포한 용의 시즌 1-3 1~4 : 20위(66용클) / 16위(67용클) /          12위(68용클) /  17위(67용클)-재정비기간 ? 흉포한 용의 시즌 4-1 : 8위?????????????? ? ? ? ? ? ?? 친구같은 분위기 Florence 길드에서 길드원 모집합니다 ?? ?    정산 후 오실 분 찾아요♡   ?  첫날 토벌 3회 필수 ♡ ?    샤크덱 2타 안정적 필수 / 오픈톡 활발하신 분 중요사항 ♡    토벌에 미친자 환영 합니다 ♡     71단계 함께 잡으실 용자님 모셔요♥     ? ? ? ? ? ? ? ? ? ? 오픈톡방 / 공지방 운영중이며, ? 토벌에 진심인 분 환영합니다.♡ ? ? ? ? ? 위 조건 충족되시는 분은 ? 아래 톡방 오셔서 쿠키현황/ 보물현황 ? 50단계 이상 토벌 세부딜량 노치 / 1치 스샷 /  ? 토벌진행영상 / 토핑현황/ 연구소현황  보내주시면됩니다. ? ? ? 많은 지원 부탁드립니다 !  ? ? ? ? ? [가입문의 오픈톡] ? 문의1)  https://open.kakao.com/me/hope1 ? ? ? 문의2) 문의1 부재시 이쪽으로 연락주세요. https://open.kakao.com/o/sYfPNytd ? ? ? ? ? ? 800만딜 달성??????"
자유 게시판,쿠키를 챔으로 비유해보자,"샤벳=너프 전 아칼리 용쿠=1,2티어 시절 피즈 바요=이즈 퓨바=세트 뱀파=케넨 딸크=케인 파르페=리신 블레=니달리 정글전사=요네 에슾=야스오 ? 이 정도면 비유 개잘했다 ?"
질문 게시판,이정도면 1퍼 길드 가입 가능한가요??,ㅈㄱㄴ 여기에 추가로 길드랜마도 만랩이고 토벌전은 전시즌 마4 까지 갔습니다.
[퓨어바닐라] 길드 게시판,"??Oblige?? 현 상위1% 최대75위, 레벨 47 길드에서 함께하실 길드원 (29/30)모집합니다.","?   ??길드 스펙?? ? ??현재 길드 랭킹 상위 1% ? (시즌1-1 상위3%, 시즌1-2, 1-3 상위2%,1-4~ 상위1%로 마감, 최대 75위) ? ??길드레벨 47 ? ? ? ??길드 규칙/특이사항?? ? ??23시 이전 토벌 3회 마무리 ? ??토벌 횟수 3회 각 다른단계에서 사용 권고 ? ??토벌 활발할 시간대엔 입장/퇴장 시 길드 채팅 사용 ? ??현재 공지용도의 오픈채팅방, 길드마스터 1:1문의방 운영 ? ??나이제한x ? ??당일 토벌점수는 길마가 수기로 기록하며, 본인 점수 성장폭이 궁금한 경우는 상시 문의 가능 ? ??정산당일 길드의 성장수치도 길드마스터가 전시즌과 비교해서 안내 ? ? ? ??물갈 기준?? ? ??별도의 사유 없이 2일 미접시 추방 ? ??시즌 내 토벌전 2일 불참여 추방(접속 후 불참시 1일) ? ??시즌 내 토벌전 총 3회 누락 시 추방(합 1일치 토벌량) ? ??길드 내 시즌별 목표 기여도 미만(토벌 기여도 1~7위 평균점수 2분의1 = 다음 시즌 201만) ? ??왕국 레벨or전투력에 비해 턱없이 부족한 기여도 ? ??눈에띄게 티가 나는 저조한 수준의 활동점수 ? ? ? ??가입 조건?? ? ??토벌덱 기준 전투력 50만 이상 ? ??뱀파이어 60레벨,블랙레이즌or독버섯 60레벨 ? ??토벌전 평균딜량 350만 이상 ? ??토벌전에 관한 이해도가 있으신분 ? ??우대사항) 파르페타리움 건설 ? ??우대사항) ??당일 가입?? ? ??우대사항) ????길드 컨텐츠에 적극적인분???? ? ? ? ????길드 가입 희망 양식???? ? 사용 토벌덱 쿠키조합&전투력/뱀파이어+블랙레이즌or독버섯 레벨/토벌평균딜/길드 가입 가능 시점/길드규칙&물갈기준 정독여부/파르페타리움 건설?여부 ? ex)닼초,독버섯,호밀,감초,뱀파74만/뱀파60렙5성+독버섯60렙/약 400만(크리시450만)/즉시 가입 가능/정독했습니다/건설가능합니다 ? ? ? ? ? 쿠키런 킹덤 ‘Oblige’ 길드원 모집 오픈채팅 https://open.kakao.com/o/grtQk1hd ? 양식은 댓글/오픈채팅 편하신곳으로 보내주시면 됩니다! 오픈채팅으로 입장 하실때는 인게임 닉네임으로 들어와 주세요!(인게임 닉네임과 동떨어진 닉네임으로 입장 시 가입여부와 관계없이 추방진행할 수 있습니다) 다만 오픈채팅이 조금 더 빠를 수 있는 점 양해 부탁드립니다???♀????♀? ? ??오픈 채팅에 장난문의/예의없는분/정보취득 목적으로 들어오셨다가 나가시는분 등은 사절합니다?? ? ? ? ? ? ?"
공략&팁 게시판,쿠키런킹덤 9월쿠폰모음정리.,쿠키런킹덤 9월쿠폰모음정리. ?
[퓨어바닐라] 길드 게시판,LV.48 [발렌티mini] 세상에서 제일 라이트즐겜 하시는 분들을 위한 길드! (16/30),"순위지향보단 따숩고 라이트하게 게임하실분들만 모셔요. 길드레벨48이라서 아레나 위주로 하시고 길드버프 받으실 분 환영합니다! ? 딜관여는 하지 않을 예정이지만 미접자는 즉시추방 할 예정입니다. 토벌전 상담문의는 언제든 가능합니다 :)  ? [길드소개] ? 길드LV.48 ? in 20% ? 단톡X (원하시면 생성가능) ? 몰아치기 권장 (필수X) ? 랭킹in30 발렌티 소속길드 ? [모집대상] ? 이제 막 성장하는 뉴비, 쿠린이 ? 길 잃은 복귀유저 ? 길드순위, 보상에 쿨한 고수님 ? 거쳐가는 길드로 추천 ? 부계정(추방 항시 가능) ? 단체환영 ? 합병환영 ? [추방대상] ? 시즌당 2일 토벌미참여(정산날 리셋) ? 미접속 2일전 표시(즉시 추방) ? [가입방법] 1. 길드검색창에 발렌티mini 검색 2. 가입하기 클릭 ? 문의는 댓글 남겨주세용"
